table_id,sentence_id,sub_sentence_id,text,coordinates,input_text,aggregation,output_text
2351,12643,1,"sexual assaults (9, 3)","[[9, 0], [9, 3]]",sexual assault - level 1 13.7,none,"in 2017, 14% of sexual assaults (levels 1, 2 and 3) reported to police were classified as unfounded"
2351,12645,1,"robbery extortion (17, 3) (20, 3)","[[17, 0], [20, 0], [17, 3], [20, 3]]",robbery extortion 4.9 4.7,none,a lower proportion of incidents of robbery (5%) and extortion (5%) were deemed unfounded
2351,12646,1,"unfounded sexual assault (9, 2)","[[0, 2], [9, 0], [9, 2]]",unfounded sexual assault - level 1 3835.0,none,"there were just under 3,900 incidents of sexual assault reported to police in 2017 that were deemed to be unfounded"
2351,12647,1,"founded sexual assault incidents of violent crime (9, 4) (3, 4)","[[0, 4], [9, 0], [3, 0], [9, 4], [3, 4]]",founded sexual assault - level 1 total violent crime 24094.0 403201.0,div,sexual assault represented 6% of all founded incidents of violent crime
2353,12653,1,"2016 2017 (42, 3) (43, 3)","[[42, 0], [43, 0], [42, 3], [43, 3]]",2016.0 2017.0 11.5 9.3,none,"the proportion of physical assaults (levels 1, 2, and 3) classified as unfounded decreased, though to a lesser extent"
2353,12654,1,prince edward island nova scotia manitoba [ANSWER],"[[5, 0], [8, 0], [20, 0], [5, 0], [8, 0], [20, 0]]",prince edward island nova scotia manitoba prince edward island nova scotia manitoba,argmax,"prince edward island (-11 percentage points), nova scotia (-7 percentage points), and manitoba (-4 percentage points) were the provinces with the greatest decreases"
2359,12669,1,"chronic low-income rate aged 65 and older aged 25 to 34 (11, 3) (7, 3)","[[0, 3], [11, 0], [7, 0], [11, 3], [7, 3]]",predicted rate 65 and older 25 to 34 24.9 6.9,div,the chronic low-income rate among immigrant seniors aged 65 and older remained 3.6 times higher than that among comparable immigrants aged 25 to 34
2359,12670,1,"adjusted rate 16 to 20 years (51, 3)","[[0, 3], [51, 0], [51, 3]]",predicted rate 16 to 20 years 9.5,none,the adjusted rate among the longer-tenured immigrants(16 to 20 years) was 9.5%
2359,12671,1,"rate no knowledge of english or french both languages (20, 3) (21, 3)","[[0, 3], [21, 0], [20, 0], [20, 3], [21, 3]]",predicted rate none both 9.4 13.6,div,the rate among immigrants with no knowledge of english or french at landing was 1.4 times that of immigrants with knowledge of both languages
2359,12672,1,"the adjusted rates a secondary school education a non-university postsecondary education (26, 3) (23, 3)","[[0, 3], [23, 0], [26, 0], [26, 3], [23, 3]]",predicted rate secondary or less postgraduate 11.8 13.2,div,the adjusted rates were only 1.1 times higher for those with a secondary school education than for those with a non-university postsecondary education
236,1263,1,correlations [ANSWER],"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 0], [2, 0], [3, 0], [4, 0]]",f1 f2 f3 f4 f5 f1. emotional symptoms f2. conduct problems f3. peer problems f4. hyperactivity,none,"correlations with other factors were positive among four difficulties factors, which are emotional symptoms, conduct problems, peer problems and hyperactivity"
236,1263,1(1),correlations [ANSWER],"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [5, 0]]",f1 f2 f3 f4 f5 f5. prosocial behaviour,none,the prosocial factor correlated negatively with the four difficulties factors
2361,12675,1,"2012 edmonton new brunswick (26, 7) (5, 7)","[[0, 7], [26, 0], [5, 0], [26, 7], [5, 7]]",2012.0 edmonton new brunswick 1.3 6.0,none,comparison group rates ranged from 1.3% in edmonton to 6.0% in new brunswick in 2012
236_totto26901-4,0,1,"nice (9, 2)","[[9, 0], [9, 2]]",nice ligue 1,none,niklas hult appeared in ligue 1 club nice for the 2014-15 season
237,1264,1,"factor loadings (16, 1) (2, 1)","[[0, 1], [16, 1], [2, 1]]",factor loading 0.9 0.45,argmax argmin,all standardized factor loadings for the five-factor model ranged from 0.45 to 0.9
237,1265,1,composite reliability of all five factors [ANSWER],"[[1, 0], [7, 0], [13, 0], [19, 0], [25, 0], [13, 0]]",emotional symptoms conduct problems peer problems hyperactivity prosocial behaviour peer problems,none,"composite reliability scores provided strong support for the internal consistency of all five factors, all of which scores more than or equal to 0.79"
2374,12715,1,"generally men (5, 1)","[[1, 1], [5, 0], [5, 1]]",overall male 69.8,none,"generally, the majority (7 in 10) of stem graduates were men, while 3 in 10 were women"
2374,12716,1,"the sample married or in a common-law (12, 1)","[[0, 1], [12, 0], [12, 1]]",sample including all stem graduates married or common law 77.5,none,just over three-quarters of the sample were married or in a common-law relationship in 2006
2374,12717,1,"the sample single (11, 1)","[[0, 1], [11, 0], [11, 1]]","sample including all stem graduates single, never married 17.1",none,17% of the sample were single in 2006
2374,12718,1,"of the sample did not have children younger than 6 in either 2006 or 2016 (27, 1)","[[0, 1], [27, 0], [27, 1]]",sample including all stem graduates did not have children younger than 6 in 2006 or 2016 65.3,none,nearly two-thirds of the sample did not have children younger than 6 in either 2006 or 2016
2374,12719,1,"had children younger than 6 in 2006 and 2016 (24, 1)","[[24, 0], [24, 1]]",had children younger than 6 in 2006 and 2016 2.1,none,only 2.1% had children younger than 6 in 2006 and 2016
2374,12720,1,"visible minority group (22, 1)","[[22, 0], [22, 1]]",visible minority 25.2,none,one-quarter of respondents reported being a member of a visible minority group
2374,12721,1,women men [ANSWER] immigrants,"[[1, 3], [1, 2], [1, 3], [16, 0]]",women men women immigrant,argmax,"compared with men, a slightly higher proportion of women with stem credentials were immigrants"
2374,12722,1,"in the longitudinal sample aboriginal group in the longitudinal sample (19, 1)","[[1, 1], [19, 0], [19, 1]]",overall identifies as member of an aboriginal group 1.1,none,a small proportion of stem graduates identified as a member of an aboriginal group in the longitudinal sample
2374,12723,1,"men women aboriginal group (19, 2) (19, 3)","[[1, 2], [1, 3], [19, 0], [19, 2], [19, 3]]",men women identifies as member of an aboriginal group 1.0 1.3,none,similar proportions of men(1.0%) and women(1.3%) reported being a member of an aboriginal group
2374,12724,1,"respondents achieved their highest level of education outside canada (34, 1)","[[1, 1], [34, 0], [34, 1]]",overall outside canada 20.9,none,about 2 in 10 respondents achieved their highest level of education outside canada
2374,12725,1,women men [ANSWER] achieved their highest level of education outside canada,"[[1, 3], [1, 2], [1, 3], [34, 0]]",women men women outside canada,pair-argmax,proportion of women who achieved their highest level of education outside canada was higher than men
2374,12726,1,a college diploma or university certificate below the bachelor's level a bachelor's degree [ANSWER],"[[29, 0], [30, 0], [29, 0]]","college, cegep or other non-university certificate or diploma or university certificate below a bachelor's degree bachelor's degree college, cegep or other non-university certificate or diploma or university certificate below a bachelor's degree",pair-argmax,a higher proportion of stem graduates reported a college diploma or university certificate below the bachelor's level (43.2%) than a bachelor's degree (41.6%) as their highest level of education
2374,12727,1,men women [ANSWER] college-level credentials,"[[1, 2], [1, 3], [1, 2], [29, 0]]","men women men college, cegep or other non-university certificate or diploma or university certificate below a bachelor's degree",argmax,men were more likely than women to have college-level credentials
2374,12728,1,proportion engineering or engineering technology stem graduates [ANSWER],"[[1, 1], [38, 0], [35, 0], [38, 0]]",overall engineering and engineering technology stem field of study engineering and engineering technology,argmax,"overall, the largest proportion of stem graduates had studied engineering or engineering technology"
2374,12730,1,"male female engineering or engineering technology (38, 2) (38, 3)","[[1, 2], [1, 3], [38, 0], [38, 2], [38, 3]]",men women engineering and engineering technology 58.2 24.1,none,"over half of male(58.2%) stem graduates had studied engineering or engineering technology, compared with just under one-quarter of women(24.1%) with stem credentials"
2374,12731,1,"women men [ANSWER] biological, general or integrated science","[[1, 3], [1, 2], [1, 3], [37, 0]]","women men women biological, general and integrated sciences",pair-argmax,"conversely, women were much more likely to have studied biological, general or integrated sciences than men"
2374,12732,1,"mathematics or computer and information sciences (39, 1)","[[39, 0], [39, 1]]",mathematics and computer and information sciences 25.1,none,about one-quarter of stem graduates had studied mathematics or computer and information sciences
2375,12734,1,men women visible minorities [ANSWER],"[[0, 1], [0, 3], [12, 0], [12, 0]]",men women visible minority status visible minority status,pair-argmin,"furthermore, men and women who identified as visible minorities were less likely than their counterparts who did not identify as a minority to work in a stem occupation"
237_totto26956-2,0,1,[ANSWER],"[[2, 0]]",1974-75,none,the washington capitals season was established in 1974
2381,12759,1,"respondents (1, 1)","[[1, 0], [1, 1]]",total 108700.0,none,"as such, 108,700 respondents were included in the analyses"
2382,12761,1,proportion [ANSWER],"[[0, 1], [45, 0], [47, 0]]",% has a cmc yes,argmin,"in this group, the lowest proportion was observed among adults aged 65 years and older with a cmc"
2382,12761,2,"proportion (47, 1)","[[0, 1], [47, 1]]",% 28.0,argmin,"in this group, the lowest proportion was observed 28.0% among adults aged 65 years and older"
2382,12762,1,factor [ANSWER],"[[0, 1], [43, 0], [42, 0]]",% no has a family doctor,argmax,the factor most strongly associated with non-vaccination in this group was not having a family doctor
2383,12763,1,"proportion aged 18 to 64 years (2, 1)","[[0, 1], [2, 0], [2, 1]]",% total 62.2,none,"among adults aged 18 to 64 years with a cmc for whom vaccination was also recommended, the proportion of non-vaccinated persons was 62.2%"
2386,12768,1,"canadians [ANSWER] aged 19 to 79 (5, 1)","[[0, 1], [1, 1], [5, 0], [5, 1]]",both sexes number '000 total 10978.0,none,"an estimated 11.0 million canadians aged 19 to 79 have worked in noisy environments, defined as the need to speak in a raised voice to communicate with co-workers at arm's length"
2386,12768,2,men women [ANSWER],"[[0, 5], [0, 9], [0, 5]]",men women men,pair-argmax,more men than women had experienced noisy workplaces
2386,12769,1,women years [ANSWER],"[[0, 9], [6, 0], [7, 0]]",women age group 19 to 39,argmax,"for women, 19 to 39 years were associated with a history of work in noisy environments"
2387,12770,1,"currently working in noisy environments [ANSWER] canadians (5, 1)","[[0, 1], [1, 1], [5, 0], [5, 1]]",currently working in a noisy environment number '000 total 3550.0,none,"over the 2012-to-2015 period, 3.6 million canadians were currently working in noisy environments"
2387,12770,2,"% currently working in noisy environments canadians (5, 2)","[[1, 2], [0, 1], [5, 0], [5, 2]]",% currently working in a noisy environment total 13.8,none,"over the 2012-to-2015 period, 14% canadians were currently working in noisy environments"
2387,12771,1,"vulnerable to loud noise (5, 6)","[[0, 5], [5, 6]]",vulnerable to noise 50.1,none,"of these workers, half were vulnerable to loud noise"
2387,12772,1,to be vulnerable self-employed employees [ANSWER],"[[0, 5], [11, 0], [10, 0], [11, 0]]",vulnerable to noise self-employed / unpaid family business employee self-employed / unpaid family business,pair-argmax,the self-employed who worked in noisy environments were more likely to be vulnerable than employees
2387,12772,2,"proportion to be vulnerable employees (10, 6)","[[1, 6], [0, 5], [10, 0], [10, 6]]",% vulnerable to noise employee 46.7,none,the proportion of employees who worked in noisy environments to be vulnerable is 47%
2387,12772,3,"proportion to be vulnerable self-employed (11, 6)","[[1, 6], [0, 5], [11, 0], [11, 6]]",% vulnerable to noise self-employed / unpaid family business 72.1,none,the proportion of the self-employed who worked in noisy environments to be vulnerable is 72%
2387,12773,1,likely work in noisy environments white-collar [ANSWER],"[[1, 2], [0, 1], [13, 0], [14, 0]]",% currently working in a noisy environment white-collar blue-collar,pair-argmax,people in blue-collar occupations were more likely than those in white-collar occupations to work in noisy environments
